,movie_name
7165,L'argent de poche
7166,l'homme qui aimait les femmes
7167,La chambre verte
7168,L'amour en fuite
7169,Le Dernier Metro
7170,La femme d'\`a c\^ot\'e
7171,Vivement Dimanche
7172,:Cosmic Monster
7174,The Man Inside
7176,Fury at Smuggler's Bay
7177,The Mummy's Shroud
7178,Blood  from the Mummy's Tomb
7179,On the Nose
7181,The Hoodlum Priest
7183,The Flim Flam Man
7184,The Eyes of Laura Mars
7185,The Empire Strikes Back
7186,Never Say Never Again
7187,Robocop II
7188,Robocop III
7189,Murder by Contract
7191,The Blob
7193,Beware! The Blob
7194,Sons and Lovers
7196,My Geisha
7197,The Liquidator
7198,Five Gates to Hell
7200,Walk like A Dragon
7201,The Sweet and the Bitter
7202,To Sir With Love
7203,Where's Jack
7204,:The Last Valley
7205,I Accuse!
7208,Saturday Night and Sunday Morning
7210,Morgan: A Suitable Case for Treatment
7211,Isadora
7212,The Gambler
7213,Who'll Stop the Rain
7214,The French Luitenant's Woman
7215,Sweet Dreams
7216,Everybody Wins
7217,tom thumb
7219,Araya
7221,Black Orpheus
7223,Auntie Mame
7225,The Music Man
7226,L'Amour Existe
7228,L'Enfance Nue
7229,We Will Not Grow Old Together
7230,La Guele Ouverte
7231,Lou-lou
7232,A Nos Amours
7233,Police
7234,Under the Sun of Satan
7235,van Gogh
7236,"The 2,000,000 Dollar Defense"
7238,Safety for the Witness
7239,"Six People, No Music"
7240,Your Witness
7241,The Human Interest Story
7242,No Pain
7243,Anniversary Gift
7244,Special Delivery
7245,Man From The South
7246,The Day of the Bullet
7247,Hooked
7248,A Very Moral Theft
7249,The Contest of Aaron Gold
7250,"Oh Youth, oh Beauty"
7251,Incident in a Small Jail
7252,You Can't Be a Little Girl All Your Life
7253,"I, Spy"
7254,The Faith of Aaron Menefee
7255,Strange Miracle
7256,Act of Faith
7257,Final Vow
7258,The Jar
7259,The Life Work of Juan Diaz
7260,Frankenstein's Daughter
7262,Missile to the Moon
7263,Payroll
7265,Night of the Eagle
7267,Taste of Fear
7269,Station Six Sahara
7270,The Nanny
7271,Monsieur Lecoq
7272,Final Escape
7274,Tarzan's Jungle Rebellion
7275,Cairo Station
7277,Saladin
7278,The Land
7279,:Once Upon a Time the Nile
7280,:The Choice
7281,:The Sparrow
7282,Andrei Rublev
7284,Solaris
7285,Mirror
7286,The Sacrifice
7287,Girls Town
7289,Forecast: Low Clouds and Coastal Fog
7290,Astero
7292,Witchcraft
7294,The Face of Fu Manchu
7295,The Brides of Fu Manchu
7296,Rocket to the Moon
7297,:Psychomania
7299,The Bramble Bush
7301,Raisin in the Sun
7302,The Main Attraction
7303,The Spy with a Cold Nose
7304,Eleanor and Franklin
7305,"Eleanor and Franklin, The White House Years"
7306,The Betsy
7307,"Fort Apache, The Bronx"
7308,Six Pack
7309,Mystic Pizza
7310,t33
7311,Toy Soldiers
7312,Grumpy Old Men
7313,The Favor
7314,Grumpier Old Men
7315,Out to Sea
7316,Le Signe du Lion
7318,La Boulangerie de Monceau
7319,La Carriere de Suzanne
7320,La Collectioneuse
7321,Ma Nuit Chez Maude
7322,La Genou de Claire
7323,Love in the Afternoon
7324,La Marquise d'O
7325,Perceval Le Gallois
7326,Le Beau Marriage
7327,Pauline at the Beach
7328,Summer
7329,Le Rayon Vert
7330,Four Adventures of Reinette and Mirabelle
7331,A Tale of Springtime
7332,A Tale of Winter
7333,Rendezvouz in Paris
7334,The Silk Petticoat
7336,Bad Actor
7337,Burglar Proof
7338,The Twelve Hour Caper
7339,The Spy with my Face
7340,"My Love, My Son"
7341,A Bout de Souffle
7343,Le Petit Soldat
7344,Les Caribiniers
7345,Contempt
7346,Une Femme Mari\'ee
7347,Band of Outsiders
7348,Masculine Feminine
7349,Alphaville
7350,Pierrot le Fou
7351,La Chinoise
7352,Two Or Three Things I Know About Her
7353,Weekend
7354,Le Gai Savoir
7355,Tout Va Bien
7356,Numero Deux
7357,Sauve Qui Peut
7358,Pr\'enom Carmen
7359,Je Vous Salue Marie
7360,Aria
7361,Germany Year 90 Nine Zero
7362,JLG by JLG
7363,For Ever Mozart
7364,Histoire(s) du Cinema
7365,Curtains for Me
7367,The Last Remains
7368,The Tender Poisoner
7369,Green Mansions
7371,Relative Value
7373,The Ikon of Elijah
7374,Isabel
7375,Gidget
7377,Gidget goes Hawaiian
7378,Gidget Goes to Rome
7380,A Woman Called Moses
7381,:Make Mine Mink
7383,The Intelligence Man
7384,Faster Pussycat! Kill! Kill!
7386,Beyond the Valley of the Dolls
7387,The Seven Minutes
7388,Destiny of Man
7391,Dead Weight
7393,Road Hog
7394,"Backward, Turn Backward"
7395,Escape to Sonoita
7396,The Man With Two Faces
7397,Cool Hand Luke
7398,The Laughing Policeman
7399,Drowning Pool
7400,Voyage of the Damned
7401,:Amityville Horror
7402,:Brubaker
7403,Look Back in Anger
7405,The Entertainer
7406,A Taste of Honey
7407,The Loneliness of the Long-distance Runner
7408,Tom Jones
7409,The Loved One
7410,The Charge of the Light Brigade
7411,Laughter in the Dark
7412,s18
7414,Ned Kelly
7415,A Delicate Balance
7416,Dead Cert
7417,:Joseph Andrews
7418,:The Border
7419,The Hotel New Hampshire
7420,Prick Up Your Ears
7422,Lonelyhearts
7424,Sunrise at Campobello
7425,"Carmen, de la Ronda"
7427,I Can Take Care of Myself
7429,The Money
7430,The Man Who Found The Money
7431,The Kiss Off
7432,Deathmate
7433,Gratitude
7434,The Gloating Place
7435,Servant Problem
7436,The Hat Box
7437,Keep Me Company
7438,Beta Delta Gamma
7439,The Right Kind of Medicine
7440,The Case of M.J.H.
7441,The Woman Who Wanted to Live
7442,Apex
7443,The Big Kick
7444,The Night of the Owl
7445,House Guest
7446,Last Seen Wearing Bluejeans
7447,College Confidential
7449,Sex Kittens go to College
7450,On Her Bed of Roses
7451,Ma Barker's Killer Brood
7453,Le Propre de l'homme
7455,Une Fille et des Fusils
7456,Avec des Si
7457,Secret Paris
7458,Un homme et une femme
7459,Vivre Pour vivre
7460,Challenge in the snow
7461,Far from Vietnam
7462,A Man I Like
7463,Life Love Death
7464,Le Rose et le Noir
7465,The Crook
7466,"Smic, Smac, Smoc"
7467,Simon the Swiss
7468,Adventure is Adventure
7469,La Bonne Anne\'e
7470,And now My Love
7471,Seven Suspects for Murder
7472,"Another Man, another Chance"
7473,The Good and the Bad
7474,A Nos Deux
7475,Les Uns et les autres
7476,Edith and Marcel
7477,Les Miserables
7478,The Big Risk
7480,Head First
7481,Les choses de la vie
7482,C\'esar et Rosalie
7483,"Vincent, Francois, Paul and the others"
7484,Mado
7485,Un Mauvais Fils
7486,Garcon!
7487,Un coeur en hiver
7488,Nelly and Monsieur Arnaud
7489,Under Ten Flags
7491,Between Two Rivers
7493,"Stand Up, Nigel Barton"
7494,Son of Man
7495,Follow the Yellow Brick Road
7496,Double Date
7497,Pennies From Heaven
7498,The Singing Detective
7500,:Pollyanna
7502,Cabra Marcadao Para Morrer
7504,El Fantasma de la Opera
7506,En Este Pueblo No Hay Ladrones
7507,Craig's Will
7509,The Battle of Algiers
7511,Burn!
7512,Le Corniaud
7514,The Brain
7515,Le Coup de Parapluie
7516,L'As des As
7517,The Time Machine
7519,The Little Man Who Was There
7521,"Coming, Mama"
7522,Party Line
7524,Foxhole in Cairo
7526,Terminus
7528,A Kind of Loving
7529,Billy Liar
7530,Darling
7531,Far from the Madding Crowd
7532,Midnight Cowboy
7533,"Sunday, Bloody Sunday"
7534,The Day of the Locust
7535,Marathon Man
7536,Yanks
7537,Honky Tonk Freeway
7538,The Believers
7539,Madame Sousatzka
7540,Pacific Heights
7542,Cold Comfort Farm
7543,The Bellboy
7545,:The Errand Boy
7546,The Nutty Professor
7547,:The Patsy
7548,Lola
7550,Bay of the Angels
7551,The Blond Sinner
7552,Les Parpluies de Cherbourg
7553,Demoiselles de Roquefort
7554,The Model Shop
7555,The Pied Piper
7556,L'Evenement le plus important depuis que l'homme marchr sur la lune
7557,Donkey Skin
7558,:A Slightly Pregnant Man
7559,Lady Oscar
7560,L'Naissance du Jour
7561,Une Chambre en Ville
7562,Trois Places Pour la 26
7563,The 3 Worlds of Gulliver
7565,The Alamo
7567,The Green Berets
7568,Come Back Africa
7570,Private Property
7574,Blood and Black Lace
7575,"Kill, Baby, Kill!"
7576,Planet of the Vampyres
7577,"Dange:, Diabolik!"
7578,Hartchet for the Honeymoon
7579,Bay of Blood
7580,Antefatto
7581,Ultimi Giorni di Pompeii
7583,Code of Silence
7585,Lady Frankenstein
7586,Seishun Zankoku Monogatari
7588,Taiyo No Hakaba
7589,Nihon no Yoru to Kiri
7590,Shinjuku Dorobo Nikki
7591,Tokyo Senso Sengo Hiwa
7592,In the Realm of the Senses
7593,Empire of Passion
7594,The Schartz-Metterklume Method
7596,Primary
7598,The Chair
7599,Quints
7600,Chiefs
7601,The Subterraneans
7603,The Wackiest Ship in the Army
7605,The Savage Seven
7607,Psych-Out
7608,Hell's Angels on Wheels
7609,:Getting Straight
7610,:Freebie and the Bean
7611,:The Stunt Man
7612,L'Amante del Vampiro
7614,The Minotaur
7616,Uncle Vanya
7620,Julius Caesar
7621,Coming Home
7623,Captive Audience
7624,The 31st of February
7625,A Tangled Web
7626,The Cadaver
7627,How to get Rid of Your Wife
7628,Beyond the Sea of Death
7629,Night Caller
7630,Ten Minutes From Now
7632,Where the Woodbine Twineth
7633,Completely Foolproof
7634,A Cold Wind in August
7636,Whistle Down the Wind
7638,The L-shaped Room
7639,:Seance on a Wet Afternoon
7640,:King Rat
7641,The Whisperers
7642,The Stepford Wives
7643,The Slipper and The Rose
7644,International Velvet
7645,Roger Corman: Hollywood's Wild Angel
7647,Tapdancin'
7648,Memoirs of a Movie Palace
7649,Edith Head
7650,Yesterday's Witness
7651,Sam Fuller
7652,All By Myself
7653,Observations Under the Volcano
7654,Private Conversations
7655,Nik and Murray
7656,My Life for Zarah Leander
7657,Signed: Lino Brocka
7658,Motel
7659,The Assassin
7661,Investigation of a Citizen above Suspicion
7664,The Evil of Frankenstein
7666,They Came from Beyond Space
7667,Dracula Has Risen from the Grave
7668,Girly
7669,Gebissen Wird Nur Nachts
7670,Tales from the Crypt
7671,Tales That Witness Madness
7672,Craze
7673,World's Greatest Lover
7676,Hand of Death
7678,Kissin' Cousins
7679,Harum Scarum
7680,Final Arrangements
7682,The Oblong Box
7683,Scream and Scream Again
7684,Cry of the Banshee
7686,:The Golden Voyage of Sinbad
7687,Comrade X
7690,The Great Sinner
7691,The Red Badge of Courage
7692,Betrayed
7693,Town Without Pity
7694,Situation Hopeless -- But Not Serious
7697,Pitfall
7699,Suna no Onna
7700,Kwaidan
7701,Silence
7702,Tanin no Kao
7703,The Man Without a Map
7704,Out of Work for Years
7705,Rikyu
7706,Une Aussi Longue Absence
7708,Die Unsichtbaren Krallen des Dr.~Mabuse
7710,Im Stahlnetz des Dr.~Mabuse
7711,Shadows
7713,Too Late Blues
7714,A Child Is Waiting
7715,Faces
7716,Husbands
7717,Minnie and Moskowitz
7718,A Woman Under the Influence
7719,Opening Night
7720,The Killing of a Chinese Bookie
7722,Love Streams
7723,I'm Almost Not Crazy
7724,Something Wild
7726,The Roman Spring of Mrs Stone
7728,Chronique d'un \'Et\'e
7730,:One Eyed Jacks
7732,Gustave Moreau
7734,Rudolphe Breslin
7735,Le Regard Picasso
7736,La Fianc\'ee du Pirate
7737,Charles et Lucie
7738,Adolph Gance and his Napoleon
7739,Plaisir D'Amour
7740,Accettone
7742,Mamma Roma
7743,Il Vangelo Secondo Matteo
7744,Oedipus Rex
7745,Teorema
7746,Medea
7747,Decameron
7748,The Canterbury Tales
7749,The Arabian Nights
7750,The 120 days of Sodom
7751,Cartouche
7753,King of Hearts
7756,sm
7758,Mary Martin Does It
7759,Civilization and its Discontents
7760,Flesh
7761,Trash
7762,Heat
7763,Women in Revolt
7764,L'Amour
7765,Andy Warhols's Frankenstein
7766,Andy Warhols's Dracula
7768,Madame Wang's
7769,Beethoven' Nephew
7770,A Man for Burning
7772,Saint Michael Had a Rooster
7773,Allonsenfan
7774,Padro Padrone
7775,The Night of the Shooting Star
7776,"Good Morning, Babylon"
7777,Fiorile
7778,A Hard Day's Night
7780,The Knack
7781,Help!
7782,A Funny Thing Happened on the Way to The Forum
7783,How I Won the War
7784,Petulia
7786,Juggernaut
7787,The Four Musketeers
7788,Royal Flash
7789,Robin and Marian
7790,"Butch and Sundance, the Early Days"
7791,:Cuba
7792,Superman II
7793,Superman III
7794,Finders Keepers
7795,The Lickerish Quartet
7798,Knife in the Water
7800,Repulsion
7801,Cul-de-Sac
7802,The Fearless Vampire Killers
7805,Che?/What?/Was?
7806,Chinatown
7807,Le Locataire
7808,Tess
7810,Bitter Moon
7811,Death and the Maiden
7812,Ride the High Country
7814,The Wild Bunch
7815,:The Ballad of Cable Hogue
7816,:Straw Dogs
7818,:Pat Garrett and Billy the Kid
7819,Killer Elite
7820,:Cross of Iron
7821,:Convoy
7822,:Major Dundee
7823,The Osterman Weekend
7824,The Connection
7826,The Cool World
7827,Le collosse de Rhodes
7829,A Fistful of Dollars
7830,For a Few Dollars More
7831,Man with No Name
7832,The Big Gundown
7833,"The Good, The Bad, and The Ugly"
7834,Once Upon A Time in the West
7835,Once Upon A Time in America
7836,The Mask
7838,Sledge
7840,101 Dalmatians
7843,The Aristocats
7844,The Many Adventures of Winnie-the-Pooh
7845,The Great Mouse Detective
7846,Daffy Duck's Quackbusters
7847,The Golden Arrow
7849,Castle of Blood
7850,L'immortelle
7852,Trans-Europe Express
7853,Cleo from 5 to 7
7855,Vagabond
7856,Jaquot de Nantes
7857,A hundred and one nights
7858,"Die T\""ur mit den Sieben Schl\:ossern"
7860,Before the Revolution
7862,The Spider's Stratagem
7863,Il Conformista
7864,Last Tango in Paris
7865,Novecento
7866,Luna
7867,Tragedy of a Ridiculous Man
7868,The Last Emperor
7869,The Sheltering Sky
7870,The Little Buddha
7871,Going Places
7873,Preparez Vos Mouchoirs
7874,Buffet Froid
7875,Menage
7876,My Best Friend's Girl
7878,Too Beautiful for You
7879,"Une, deux, trois, soleil"
7880,Mon Homme
7881,Profit-Sharing Plan
7883,Ten O'clock Tiger
7884,The Matched Pearl
7885,A Piece of the Action
7886,Ride the Nightmare
7887,Hangover
7888,An out for Oscar
7889,Run for Doom
7890,Blood Bargain
7891,The Dividing Wall
7892,Water's Edge
7893,Anne of a Thousand Days
7895,"Mary, Queen of Scots"
7897,the Other Side of Midnight
7898,:Last Flight of Noah's Ark
7899,:Condor Man
7900,:The Amateur
7901,Cat Ballou
7903,A Man Called Horse
7904,The Car
7905,David and Lisa
7907,Truman Capote's Trilogy
7908,Last Summer
7909,:Diary of a Mad Housewife
7910,:Mommie Dearest
7911,Monsignor
7912,On The Bridge
7913,The Ugly American
7915,Barravento
7917,Deua e o diabo na terra do sol
7918,Terra em Transe
7919,Antonio das Mortes
7920,Period of Adjustment
7922,Toys in the Attic
7924,Hawaii
7925,c
7926,Thoroughly Modern Millie
7927,Butch Cassidy and the Sundance Kid
7928,Slaughterhouse Five
7929,The Sting
7930,The Great Waldo Pepper
7931,Slap Shot
7932,A Little Romance
7933,The World According to Garp
7934,The Little Drummer Girl
7935,The Mermaids of Tiburon
7937,Aqua Sex
7938,Carnival of Souls
7940,The Sorcerer's Apprentice
7942,"Garrincha, Alegria do Povo"
7944,Macunaima
7945,Matrimonial Warfare
7946,House on Bare Mountain
7948,PT-109
7950,Batman
7951,The Kid with the Broken Halo
7954,Robbery
7955,Bullit
7956,The Hot Rock
7957,The Friends of Eddie Coyle
7959,Breaking Away
7960,:For Pete's Sake
7961,:Eyewitness
7962,:Krull
7963,:The Dresser
7964,Suspect
7965,Roommates
7966,Nine Months
7967,An Innocent Man
7968,X-15
7970,The Omen
7972,:Inside Moves
7973,:The Toy
7974,Ladyhawke
7975,J.Silver
7977,Absolute Beginners
7978,Lethal Weapon
7979,Scrooged
7980,Lethal Weapon II
7981,Radio Flyer
7982,Lethal Weapon III
7983,Maverick
7984,Conspiracy Theory
7985,Lethal Weapon 4
7986,The Man at the Carleton Towers
7988,The Traitors
7989,On the Run
7990,Ring of Spies
7991,Requiem for A Heavyweight
7993,Lilies of the Field
7994,Charly
7995,Soldier Blue
7996,:Embryo
7997,The Black Curtain
7999,Diagnosis: Danger
8000,Castle Keep
8001,The Slender Thread
8002,This Property is Condemmed
8003,"They Shoot Horses, Don't They?"
8004,:Jeremiah Johnson
8005,The Yakuza
8006,The Way We Were
8007,Three Days of the Condor
8008,:Bobby Deerfield
8009,Absence of Malice
8010,Tootsie
8011,Out of Africa
8012,Havana
8013,The Firm
8014,Hannibal Lector
8015,:
8016,Random
8017,Pasazerka
8019,All The Way Home
8021,Sleep
8023,The Chelsea Girls
8024,Bike Boy
8025,The Nude Restaurant
8026,Come Blow Your Horn
8028,Divorce American Style
8029,Inspector Clouseau
8030,Start the Revolution without me
8031,The Thief Who Came to Dinner
8032,Raven's End
8034,Elvira Madigan
8035,Joe Hill
8036,Man on the Roof
8037,The Strangler
8039,Ganga Zumba
8041,Voyage to a Prehstoric Planet
8043,Killer Bees
8044,:Devil Dog: The Hound of Hell
8046,Jason and the Argonauts
8049,Creatures the World Forgot
8050,Dementia 13
8052,You're a Big Boy Now
8053,Finian's Rainbow
8054,:The Rain People
8055,The Godfather
8056,The Conversation
8057,"The Godfather, Part II"
8058,Apocalypse Now
8059,One from the Heart
8060,The Outsiders
8061,Rumblefish
8062,The Cotton Club
8063,Peggy Sue Got Married
8064,"Tucker, the Man and his Dream"
8065,"The Godfather, Part III"
8066,Bram Stoker's Dracula
8068,The Best Man
8070,The War Lord
8071,The Double Man
8072,Planet of the Apes
8073,Patton
8074,Nicholas and Alexandra
8075,Papillon
8076,The Boys From Brazil
8077,Islands in The Stream
8079,"Yes, Giorgio"
8080,Les Tontons Flingeurs
8082,La Cage Au Folles III
8083,La maison assassinee
8084,Terror at Northfield
8086,Lonely Place
8087,Triumph
8088,Death Scene
8089,Power of Attorney
8090,The Sadist
8092,Schlock
8093,Kentucky Fried Movie
8094,National Lampoon's Animal House
8095,Blues Brothers
8096,American Werewolf in London
8097,Trading Places
8098,Into the Night
8099,Oscar
8100,Coming to America
8101,Blues Brothers 2000
8102,What Really Happened
8104,The Paragon
8105,The Lonely Hour
8106,The Dark Pool
8108,I'd Rather be Rich
8109,No Way to Treat a Lady
8110,:The Secret War of Harry Frigg
8111,The Travelling Executioner
8113,Airport 75
8114,Midway
8115,:Fastbreak
8116,:Loving Couples
8117,Pouic-Pouic
8119,Sparrows Can't Sing
8121,"I'll Be The Judge, I'll Be The Jury"
8123,Promises! Promises!
8125,The Lizards
8127,The Seduction of Mimi
8128,Love and Anarchy
8129,All Screwed Up
8130,Swept Away
8131,Seven Beauties
8132,Blood Feud
8133,Summer Night
8134,"Saturday, Sunday, and Monday"
8135,"Ciao, professore"
8136,The Sorrow and the Pity
8138,Fourty Pounds of Trouble
8140,The Cincinnati Kid
8141,"The Russians are Coming, the Russians are Coming"
8142,In the Heat of the Night
8143,The Thomas Crown Affair
8144,Fiddler on the Roof
8145,Jesus Christ Superstar
8146,Rollerball
8147,:F.I.S.T.
8148,And Justice for All
8150,Agnes of God
8151,Moonstruck
8152,Other People's Money
8153,A Soldier's Story
8154,The Three Stooges Go Around the World in A Daze
8156,Allegro Ma Troppo
8158,:White Dawn
8161,:The Wanderers
8162,The Right Stuff
8163,The Unbearable Lightness of Being
8164,Henry and June
8165,Rising Sun
8166,Stop Train 349
8168,The Long Silence
8170,You'll Be the Death of Me
8171,Behind the Locked Door
8172,Sign of Satan
8173,The Incredible Strange Creatures Who Stopped Living and Became Mixed-Up Zombies
8175,The Thrill Killers
8176,The Waltz King
8178,:Day of the Triffids
8180,Dr. Who: An Unearthly Child
8182,:Quackser Fortune Has a Cousin in the Bronx
8183,Henry VIII and His Six Wives
8184,The Henderson Monster
8185,Copacabana
8186,The Summer House
8188,A Private Function
8190,The Adventures of Scaramouche
8192,They Came to Rob Las Vegas
8193,The Visit
8195,"The Saboteur, Code Name Morituri"
8196,Le Vieil Homme et l'Enfant
8198,Jean de Florette
8200,Germinal
8201,Who needs an Enemy?
8203,The World's Oldest Motive
8204,Two Thousand Maniacs
8206,:She-Devils on Wheels
8207,"Tarzan, the Ape Man"
8209,Fantasies
8210,Greystoke
8212,Tarzan in Manhattan
8213,Ghosts Can't Do It
8214,Born to Win
8217,Crime and Passion
8218,:Silver Bears
8219,:Cutter's Way
8220,Stalin
8221,Bad Company
8223,La Maman et La Putaine
8224,A Man Named Gannon
8226,Winning
8227,The Gang That Couldn't Shoot Straight
8228,Rollercoaster
8229,:Rita Hayworth: The Love Goddess
8230,Women in Love
8232,The Music Lovers
8233,The Devils
8234,The Boyfriend
8235,Mahler
8236,Tommy
8237,Lisztomania
8238,Valentino
8239,Altered States
8240,Crimes of Passion
8241,Gothic
8242,The Lair of the White Worm
8243,Salome's Last Dance
8244,Rainbow
8246,"Women and Men, Stories of Seduction"
8247,Whore
8248,Prisoner of Honor
8249,The Insatiable Mrs.~Kirsch
8250,Anyone for Murder?
8252,Cronica de un Nino Solo
8254,S\~ao Bernardo
8256,They Don't Werar Black Tie
8257,Maiorita Absoluta
8258,"Hold Me, Thrill Me, Kiss Me"
8259,Second Verdict
8261,The Lady in Red
8262,Alligator
8263,Fighting Back
8264,Cujo
8265,Jewel of the Nile
8266,Cat's Eye
8267,Navy Seals
8268,7Up
8270,7+7
8271,21
8272,Agatha
8273,Coal Miner's Daughter
8274,:Continental Divide
8275,Gorky Park
8276,28 Up
8277,Gorillas in the Mist
8278,35 Up
8279,Thunderheart
8280,Incident at Ogala
8281,Moving the Mountain
8282,Blink
8283,Nell
8284,Extreme Measures
8285,Lasky Jedne Plavovlasky
8287,Fireman's Ball
8288,Taking Off
8289,One Flew over the Cuckoo's Nest
8290,Hair
8291,Ragtime
8292,Amadeus
8293,Valmont
8294,The People vs. Larry Flynt
8295,Loving Couples
8297,Scrubbers
8298,Sunday in New York
8300,"Stay Away, Joe"
8301,The Vampire of Dusseldorf
8303,Liebe auf den ersten Blick
8305,Tigerstreifenbaby wartet auf Tarzan
8306,Three Nuts in Search of a Bolt
8308,The Last Man on Earth
8310,Stories of the revolution
8312,The Twelve Chairs
8313,Death of a Bureaucrat
8314,Memories of Underdevelopment
8315,The Last Supper
8316,Strawberry and Chocolate
8317,Guantanamera
8318,Change of Address
8320,The McGregor Affair
8321,Crimson Witness
8322,Thou Still Unravished Bride
8323,Off Season
8324,The Night They Raided Minsky's
8325,The French Connection
8326,The Exorcist
8327,The Boys in the Band
8328,Sorcerer
8329,Cruising
8330,Deal of the Century
8331,To Live and Die in LA
8332,The Guardian
8333,Jade
8334,Dog Star Man
8336,Santa Claus Captures the Martians
8337,Furia a Bahia pour OSS 117
8339,The Photographer and the Undertaker
8341,The Snow Devils
8343,:The Rip Off
8344,:The Stranger and the Gunfighter
8345,":Yor, the Hunter from the Future"
8346,The Sleeping Car Murders
8348,Un Homme de Trop
8349,Z
8350,L'Aveu
8351,State of Siege
8352,Special Section
8353,Missing
8354,Hannah K
8356,Music Box
8357,Mad City
8358,Let's talk About Women
8360,The Devil in Love
8361,The Pizza Triangle
8362,We all Loved Each Other So Much
8363,A Special Day
8364,Passione d'Amore
8365,La Nuit de Varennes
8366,A Thousand Clowns
8370,King of the Gypsies
8371,:The Looking Glass War
8372,Somebody Has to Shoot the Picture
8373,Night Fever
8375,Point Blank
8377,Hell in the Pacific
8378,Leo the Last
8379,Deliverance
8380,Exorcist II: The Heretic
8381,Zardoz
8382,Excalibur
8383,The Emerald Forest
8384,Hope and Glory
8386,The Crazy Quilt
8388,The Autobiography of Miss Jane Pittman
8389,The Bedford Incident
8391,:Some Call it Loving
8392,Boiling Point
8393,Wally the Beard
8395,Portrait in Terror
8397,The Switchblade Sisters
8398,The Emigrants
8400,Zandy's Bride
8401,Bang!
8402,The Flight of the Eagle
8403,Hurricane
8404,Up the Junction
8406,Cathy Come Home
8407,Poor Cow
8408,Kes
8409,Singing the Blues in Red
8410,The Hidden Agenda
8411,RiffRaff
8412,Raining Stones
8413,"Ladybird, Ladybird"
8414,Land and Freedom 
8415,Carla's Song
8416,My Name is Joe
8417,Licensed to Kill
8419,Fists in the Pocket
8421,China is Near
8422,In the Name of the Father
8423,Salto nel Vuato
8424,Henry IV
8425,Devil in the Flesh
8426,The Conviction
8427,The Pince of Homburg
8428,Sister of Satan
8430,The Sorcerers
8431,Witchfinder General
8432,The Ugly Dachshund
8434,The Happiest Millionaire
8435,:Apple Dumpling Gang
8436,:Snowball Express
8437,:Cat from Outer Space
8438,The Eleanor Roosevelt Story
8440,Tammy and the Millionaire
8442,Kizino Kizi
8444,The Great Sioux Massacre
8446,Orgy of the Dead
8448,Blood on the Land
8450,Menino de Engenho
8452,Two on a Guillotine
8454,Thunder in Dixie
8456,Hot Rod Hullabaloo
8457,La Fayette
8459,The Human Duplicators
8461,Until the Ship Sails
8463,Endless Summer
8465,Bruce Brown's The Endless Summer II
8468,One of Our Spies is Missing
8470,"Munster, Go Home"
8472,Flood!
8473,Fire!
8474,Trace of Stones
8479,Brother Sun and Sister Moon
8481,Endless Love
8483,Otello
8486,Tea with Mussolini
8487,Lord Love a Duck
8489,The Secret Life of an American Wife
8490,:Rage
8492,"Sweet Love, Bitter"
8494,"I Love You, Alice B. Toklas!"
8496,Chamber of Horrors
8497,Suppose They Gave a War
8498,Where the Boys Are
8499,Tiempo de Morir
8501,The Shooting
8503,:Promises in the Dark
8504,Closely Watched Trains
8506,Report on the Party and its Guests
8508,Oratorio for Prague
8509,Martyrs of Love
8510,Czeslaw Milosz: the Poet Remebers
8511,In the Heat of Royal Love
8512,One Spy Too Many
8514,The Spy in the Green Hat
8515,":Taking of Pelham 1, 2, 3"
8516,:Hustling
8517,MacArthur
8518,:Goldengirl
8519,:Coast-to-Coast
8521,The Barrier
8523,The Departure
8524,Habds Up
8525,The Adventures of Gerard
8526,Deep End
8527,"King, Queen, Knave"
8528,The Shout
8529,Moonlighting
8530,Godzilla vs. the Sea Monster
8532,Son of Godzilla
8533,Godzilla on Monster Island
8534,Godzilla vs. Megalon
8535,Godzilla vs. the Cosmic Monster
8536,"Zontar, The Thing from Venus"
8538,Mistress of the Apes
8539,Prehistoric Women
8542,Tevye and his Seven Daughters
8544,Diamonds
8545,:Lepke
8546,:Eagles Attack at Dawn
8547,The Magician of Lubin
8548,Over the Brooklyn Bridge
8549,Delta Force
8550,Who's afraid of Virginia Woolf
8552,The Graduate
8553,Catch 22
8554,Carnal Knowledge
8555,:The Day of the Dolphin
8556,The Fortune
8557,Silkwood
8558,Heartburn
8559,Working Girl
8560,Postcards from the Edge
8561,Regarding Henry
8562,Wolf
8563,The Birdcage
8564,Primary Colors
8565,Joanna
8567,Myra Breckenridge
8568,Sinderella and the Golden Bra
8570,Any Wednesday
8572,:The Baltimore Bullet
8573,School for Sex
8576,Django
8578,The Payoff
8579,Georgy Girl
8581,Blood Bath
8583,The Student Nurses
8584,The Velvet Vampire
8585,"Who Are You, Polly Magoo?"
8587,Mister Freedom
8588,PanAfrican Cultural Festival
8589,"Eldridge Cleaver, Black Panther"
8590,The Model Couple
8591,The Little Richard Story
8592,Mode in France
8593,The French
8594,A Degree of Murder
8596,The Tin Drum
8597,The Lost Honor of Katharina Blum
8598,Coup de Grace
8600,Hotel de la Paix
8601,Swann in Love
8602,The Handmaid's Tale
8603,Voyager
8604,Palmetto
8605,The Ogre
8606,Castro Street
8608,Requiem for a Secret Agent
8609,The Fortune Cookie
8610,:The Life and Death of Judge Dredd
8611,Promise Her Anything
8612,Thanos and Despina
8614,The Photograpf
8615,The Love-Ins
8617,The Shakiest Gun in the West
8621,The Karate Killers
8623,Wild in the Streets
