Levenshtein Distance,Primary Movie,Secondary Movie
23.0,Father of the Bride Part II,Paradise
11.0,Father of the Bride Part II,Soapdish
31.0,Father of the Bride Part II,A Midsummer Nights Dream
23.0,Father of the Bride Part II,Mobsters
24.0,Father of the Bride Part II,Dangerous Toys
17.0,Father of the Bride Part II,Ostkreuz
38.0,Father of the Bride Part II,Amazonia: Voices from the Rainforest
25.0,Father of the Bride Part II,New Jack City
13.0,Father of the Bride Part II,Posse
31.0,Father of the Bride Part II,Straight out of Brooklyn
21.0,Father of the Bride Part II,The Inkwell
29.0,Father of the Bride Part II,I Thought It Was Love
22.0,Father of the Bride Part II,Toubab Bi
24.0,Father of the Bride Part II,Dark Obsession
29.0,Father of the Bride Part II,Kurt & Courtney
36.0,Father of the Bride Part II,Creature Comforts
36.0,Father of the Bride Part II,The Wrong Trousers
26.0,Father of the Bride Part II,Dom Ne Peske
11.0,Father of the Bride Part II,"Gizli Y\""uz"
36.0,Father of the Bride Part II,Cheerleaders
26.0,Father of the Bride Part II,Bill and Ted's Excellent Adventure
25.0,Father of the Bride Part II,Bill and Ted's Bogus Journey
42.0,Father of the Bride Part II,Fathers and Sons
43.0,Father of the Bride Part II,The Pope Must Die[t]
39.0,Father of the Bride Part II,Prison Stories: Women on the Inside
30.0,Father of the Bride Part II,Wayne's World
28.0,Father of the Bride Part II,The Beverly Hillbillies
28.0,Father of the Bride Part II,The Super
18.0,Father of the Bride Part II,Slacker
31.0,Father of the Bride Part II,Dazed and Confused
34.0,Father of the Bride Part II,Before Sunrise
17.0,Father of the Bride Part II,Suburbia
26.0,Father of the Bride Part II,The `O' Case
25.0,Father of the Bride Part II,City Slickers
49.0,Father of the Bride Part II,The Ballad of the Sad Cafe
27.0,Father of the Bride Part II,The Indian Runner
36.0,Father of the Bride Part II,The Crossing Guard
20.0,Father of the Bride Part II,Bloody Morning
42.0,Father of the Bride Part II,Predator II
16.0,Father of the Bride Part II,Blown Away
30.0,Father of the Bride Part II,"I Love You, I Love You Not"
25.0,Father of the Bride Part II,Double Impact
33.0,Father of the Bride Part II,Lionheart
11.0,Father of the Bride Part II,Knock Off
40.0,Father of the Bride Part II,The Cherry Orchard
35.0,Father of the Bride Part II,"Paris, Roman d'une Ville"
34.0,Father of the Bride Part II,Another Damaging Day
16.0,Father of the Bride Part II,My New Gun
40.0,Father of the Bride Part II,The Butcher's Wife
18.0,Father of the Bride Part II,Hana-Bi
22.0,Father of the Bride Part II,Fireworks
33.0,Father of the Bride Part II,And the Sea Will Tell
36.0,Father of the Bride Part II,And You Thought Your Parents Were Weird
26.0,Father of the Bride Part II,Piano Piano Bacaksiz
38.0,Father of the Bride Part II,"Meine Tochter geh\""ort mir"
37.0,Father of the Bride Part II,Chameleon Street
11.0,Father of the Bride Part II,Deadlock
32.0,Father of the Bride Part II,Murder in New Hampshire
23.0,Father of the Bride Part II,Gas Food Lodging
26.0,Father of the Bride Part II,Mi Vida Loca
32.0,Father of the Bride Part II,Menace II Society
35.0,Father of the Bride Part II,The Moneytree
39.0,Father of the Bride Part II,Like Water for Chocolate
42.0,Father of the Bride Part II,Voyage of Terror
27.0,Father of the Bride Part II,Split: William to Chrysis
40.0,Father of the Bride Part II,Traces of Red
32.0,Father of the Bride Part II,Strictly Ballroom
27.0,Father of the Bride Part II,Mr.~Saturday Night
17.0,Father of the Bride Part II,Candyman
23.0,Father of the Bride Part II,Immortal Beloved
28.0,Father of the Bride Part II,Antonia and Jane
21.0,Father of the Bride Part II,Used People
44.0,Father of the Bride Part II,Swept from the Sea
22.0,Father of the Bride Part II,Beethoven
29.0,Father of the Bride Part II,Beethoven's 2nd
24.0,Father of the Bride Part II,The Flintstones
40.0,Father of the Bride Part II,"The Favor, the Watch, and the Very Big Fish"
36.0,Father of the Bride Part II,The Lawnmower Man
23.0,Father of the Bride Part II,Hideaway
26.0,Father of the Bride Part II,Bebe's Kids
17.0,Father of the Bride Part II,Mistress
29.0,Father of the Bride Part II,One False Move
27.0,Father of the Bride Part II,That Night
27.0,Father of the Bride Part II,Amityville 1992: It's About Time
42.0,Father of the Bride Part II,Where Angels Fear to Tread
39.0,Father of the Bride Part II,Fairy Tale: A True Story
26.0,Father of the Bride Part II,La Discrete
30.0,Father of the Bride Part II,La seperation
31.0,Father of the Bride Part II,Strangers in Good Company
20.0,Father of the Bride Part II,Unbecoming Age
18.0,Father of the Bride Part II,Alien 3
13.0,Father of the Bride Part II,Seven
23.0,Father of the Bride Part II,The Game
28.0,Father of the Bride Part II,Sarafina!
33.0,Father of the Bride Part II,Dangerous Ground
28.0,Father of the Bride Part II,Hercules Returns
56.0,Father of the Bride Part II,Children of the Corn II
24.0,Father of the Bride Part II,Needful Things
17.0,Father of the Bride Part II,Politics
21.0,Father of the Bride Part II,Emmanuelle 7
43.0,Father of the Bride Part II,Buffy the Vampire Slayer
26.0,Father of the Bride Part II,Final Round
33.0,Father of the Bride Part II,National Lampoon's Loaded Weapon 1
19.0,Father of the Bride Part II,Paar
27.0,Father of the Bride Part II,Padma Nadir Majhi
11.0,Father of the Bride Part II,Playboys
26.0,Father of the Bride Part II,Trojan Edge
20.0,Father of the Bride Part II,Hideous Kinky
26.0,Father of the Bride Part II,Mediterraneo
16.0,Father of the Bride Part II,Wisecracks
52.0,Father of the Bride Part II,Return to the Promised Land
31.0,Father of the Bride Part II,Last Station
12.0,Father of the Bride Part II,Hunger
12.0,Father of the Bride Part II,Schtonk
30.0,Father of the Bride Part II,Krieg-Verwaltigungen-Kinder
24.0,Father of the Bride Part II,The Public Eye
33.0,Father of the Bride Part II,Five Girls and a Rope
26.0,Father of the Bride Part II,Samba Traore
30.0,Father of the Bride Part II,Project Shadowchaser
38.0,Father of the Bride Part II,Kyodai Makes the Big Time
43.0,Father of the Bride Part II,The Dead Man 2: Return of the Dead Man
29.0,Father of the Bride Part II,The Chameleons
12.0,Father of the Bride Part II,Aladdin
17.0,Father of the Bride Part II,Hercules
15.0,Father of the Bride Part II,Sex Symphony
13.0,Father of the Bride Part II,Beck
17.0,Father of the Bride Part II,m(Celine
54.0,Father of the Bride Part II,Daughters of the Dust
24.0,Father of the Bride Part II,Benny and Joon
22.0,Father of the Bride Part II,Diabolique
33.0,Father of the Bride Part II,L'Etat des Lieux
39.0,Father of the Bride Part II,Cross my Heart
43.0,Father of the Bride Part II,De terre et de sang
19.0,Father of the Bride Part II,Proof
23.0,Father of the Bride Part II,A Thousand Acres
28.0,Father of the Bride Part II,Thank You and Goodnight
12.0,Father of the Bride Part II,Piemule
6.0,Father of the Bride Part II,Jakub
24.0,Father of the Bride Part II,Bangkok Hilton
28.0,Father of the Bride Part II,A Midnight Clear
18.0,Father of the Bride Part II,Newsies
16.0,Father of the Bride Part II,Hocus Pocus
26.0,Father of the Bride Part II,Rain Killer
18.0,Father of the Bride Part II,Chungking Express
34.0,Father of the Bride Part II,Happy Together
37.0,Father of the Bride Part II,The Big Hit
43.0,Father of the Bride Part II,Gito the Ungrateful
29.0,Father of the Bride Part II,The Inland Sea
49.0,Father of the Bride Part II,Afraid of the Dark
21.0,Father of the Bride Part II,Sleepwalker
28.0,Father of the Bride Part II,The Stand
34.0,Father of the Bride Part II,House of Cards
26.0,Father of the Bride Part II,The Fall Guy
12.0,Father of the Bride Part II,Danzon
51.0,Father of the Bride Part II,Children of the Dark
26.0,Father of the Bride Part II,Cremaster 5
44.0,Father of the Bride Part II,Claire of the Moon
39.0,Father of the Bride Part II,The Waterdance
31.0,Father of the Bride Part II,Pain of Love
29.0,Father of the Bride Part II,This is my Life
30.0,Father of the Bride Part II,Sleepless in Seattle
29.0,Father of the Bride Part II,You've got Mail
28.0,Father of the Bride Part II,Household Saints
21.0,Father of the Bride Part II,Hear My Song
27.0,Father of the Bride Part II,The Mighty
29.0,Father of the Bride Part II,Miss Beatty's Children
29.0,Father of the Bride Part II,Reservoir Dogs
15.0,Father of the Bride Part II,Pulp Fiction
26.0,Father of the Bride Part II,Jackie Brown
30.0,Father of the Bride Part II,Man Bites Dog
35.0,Father of the Bride Part II,"You, Me, and Marley"
32.0,Father of the Bride Part II,Universal Soldier
28.0,Father of the Bride Part II,Independence Day
17.0,Father of the Bride Part II,Godzilla
11.0,Father of the Bride Part II,Kumu Hula
35.0,Father of the Bride Part II,Night Eyes II
27.0,Father of the Bride Part II,Deep Blues
33.0,Father of the Bride Part II,The Kingdom of Zydeco
61.0,Father of the Bride Part II,Gather at the River
23.0,Father of the Bride Part II,Johnny Stecchino
37.0,Father of the Bride Part II,The Monster
38.0,Father of the Bride Part II,La Vita e Bella
33.0,Father of the Bride Part II,The Linguini Incident
36.0,Father of the Bride Part II,Freddy's Dead: The Final Nightmare
38.0,Father of the Bride Part II,Ghost in the Machine
22.0,Father of the Bride Part II,Tank Girl
42.0,Father of the Bride Part II,The Ghost and the Darkness
35.0,Father of the Bride Part II,Requiem pour un Beau Sanscoeur
32.0,Father of the Bride Part II,Paris Trout
28.0,Father of the Bride Part II,Waterland
27.0,Father of the Bride Part II,A Dangerous Woman
34.0,Father of the Bride Part II,Only The Brave
25.0,Father of the Bride Part II,Acting It Out
30.0,Father of the Bride Part II,South Central
18.0,Father of the Bride Part II,The Ox
35.0,Father of the Bride Part II,None but the Lonely
31.0,Father of the Bride Part II,That Thing You Do!
44.0,Father of the Bride Part II,From the Earth to the Moon:
35.0,Father of the Bride Part II,The Bet
29.0,Father of the Bride Part II,Beautiful Girls
20.0,Father of the Bride Part II,Monument Ave.
13.0,Father of the Bride Part II,Life
6.0,Father of the Bride Part II,Swoon
26.0,Father of the Bride Part II,Bob Roberts
23.0,Father of the Bride Part II,Dead Man Walking
18.0,Father of the Bride Part II,Denial
18.0,Father of the Bride Part II,Lovers
18.0,Father of the Bride Part II,Daisies
38.0,Father of the Bride Part II,The Inheritance
33.0,Father of the Bride Part II,Burnt by the Sun
47.0,Father of the Bride Part II,A Friend of the Deceased
29.0,Father of the Bride Part II,Killer Instinct
32.0,Father of the Bride Part II,Der Brocken
11.0,Father of the Bride Part II,Passages
29.0,Father of the Bride Part II,Beyond Justice
19.0,Father of the Bride Part II,Shining Through
21.0,Father of the Bride Part II,L.A. Goddess
45.0,Father of the Bride Part II,Frankenstein Conquers the World
48.0,Father of the Bride Part II,In the Line of Duty: Siege at Marion
26.0,Father of the Bride Part II,School Ties
33.0,Father of the Bride Part II,The Rating Game
33.0,Father of the Bride Part II,Life according to Agfa
38.0,Father of the Bride Part II,The Electric Blanket
33.0,Father of the Bride Part II,The 92 Minutes of  Mr.~Baum
26.0,Father of the Bride Part II,In the Soup
28.0,Father of the Bride Part II,Somebody to Love
20.0,Father of the Bride Part II,And God Spoke
37.0,Father of the Bride Part II,Visions of Light: The Art of Cinematography
20.0,Father of the Bride Part II,Pushing Heads
35.0,Father of the Bride Part II,The Wedding Banquet
30.0,Father of the Bride Part II,The Ice Storm
17.0,Father of the Bride Part II,Sidekicks
27.0,Father of the Bride Part II,Knocks at my Door
22.0,Father of the Bride Part II,The Crush
6.0,Father of the Bride Part II,Alc\'a
44.0,Father of the Bride Part II,"Batman, Mask of The Phantasm"
18.0,Father of the Bride Part II,My Life
19.0,Father of the Bride Part II,"Jam\'on, Jam\'on"
19.0,Father of the Bride Part II,Macho
21.0,Father of the Bride Part II,Knight Moves
49.0,Father of the Bride Part II,Flight of the Innocent
13.0,Father of the Bride Part II,Fluke
30.0,Father of the Bride Part II,Noir et Blanc
29.0,Father of the Bride Part II,"Farewell, my Concubine"
24.0,Father of the Bride Part II,Temptress Moon
29.0,Father of the Bride Part II,House of Angels
26.0,Father of the Bride Part II,Mannen Pa Balkongen
31.0,Father of the Bride Part II,The War Room
25.0,Father of the Bride Part II,Frosh
26.0,Father of the Bride Part II,The Sandlot
27.0,Father of the Bride Part II,Kalifornia
23.0,Father of the Bride Part II,Carences
33.0,Father of the Bride Part II,We're Back! A Dinosaur Story
24.0,Father of the Bride Part II,Amos and Andrew
11.0,Father of the Bride Part II,RoboCop 3
32.0,Father of the Bride Part II,Johnny Cien Pesos
29.0,Father of the Bride Part II,Romper Stomper
30.0,Father of the Bride Part II,Il Ladro di Bambini
0.0,Father of the Bride Part II,x
26.0,Father of the Bride Part II,Tito and Me
41.0,Father of the Bride Part II,Like a Bride
24.0,Father of the Bride Part II,Sankofa
36.0,Father of the Bride Part II,Happily Ever After
32.0,Father of the Bride Part II,Man's Best Friend
26.0,Father of the Bride Part II,Ethan Frome
32.0,Father of the Bride Part II,Golden Gate
22.0,Father of the Bride Part II,Mrs. Brown
30.0,Father of the Bride Part II,Shakespeare in Love
41.0,Father of the Bride Part II,The Boys of St.Vincent
19.0,Father of the Bride Part II,Barjo
43.0,Father of the Bride Part II,Benefit of the Doubt
43.0,Father of the Bride Part II,Quartier Mozart
15.0,Father of the Bride Part II,Cool Runnings
35.0,Father of the Bride Part II,"Women -- for America, for the World"
11.0,Father of the Bride Part II,Sop'Yongyi
30.0,Father of the Bride Part II,Bad Behaviour
18.0,Father of the Bride Part II,Sniper
25.0,Father of the Bride Part II,Boxing Helena
45.0,Father of the Bride Part II,Picture Bride
34.0,Father of the Bride Part II,Floating World
41.0,Father of the Bride Part II,Just Another Girl on the I.R.T.
50.0,Father of the Bride Part II,Jack the Bear
42.0,Father of the Bride Part II,Dangerous Beauty
29.0,Father of the Bride Part II,Demolition Man
20.0,Father of the Bride Part II,Excess Baggage
20.0,Father of the Bride Part II,Indian Summer
29.0,Father of the Bride Part II,Butterfly Kiss
13.0,Father of the Bride Part II,Jude
30.0,Father of the Bride Part II,Welcome to Sarajevo
12.0,Father of the Bride Part II,Go Now
38.0,Father of the Bride Part II,A Far Off Place
37.0,Father of the Bride Part II,The Man Without a Face
38.0,Father of the Bride Part II,Braveheart
30.0,Father of the Bride Part II,Defending Our Lives
29.0,Father of the Bride Part II,Ethnic Notions
27.0,Father of the Bride Part II,"Bodies, Rest, and Motion"
18.0,Father of the Bride Part II,Bopha!
32.0,Father of the Bride Part II,Hurricane Streets
32.0,Father of the Bride Part II,Desert Blue
35.0,Father of the Bride Part II,The Opposite Sex and How to Live with Them
26.0,Father of the Bride Part II,Bank Robber
32.0,Father of the Bride Part II,La Chasse Aux Papillons
45.0,Father of the Bride Part II,Rules of the Road
22.0,Father of the Bride Part II,Famine-33
32.0,Father of the Bride Part II,Black Rider
22.0,Father of the Bride Part II,Dead Alive
36.0,Father of the Bride Part II,The Birth of Love
35.0,Father of the Bride Part II,The Music of Chance
22.0,Father of the Bride Part II,Angels and Insects
34.0,Father of the Bride Part II,Damned in the U.S.A.
37.0,Father of the Bride Part II,The Hitcher
39.0,Father of the Bride Part II,Nowhere to Run
28.0,Father of the Bride Part II,It's all True: Based on An Unfinished Film By Orson Welles
26.0,Father of the Bride Part II,A Bronx Tale
26.0,Father of the Bride Part II,Road Scholar
18.0,Father of the Bride Part II,Dead On
6.0,Father of the Bride Part II,Quick
52.0,Father of the Bride Part II,Blast from the Past
40.0,Father of the Bride Part II,For a Lost Soldier
25.0,Father of the Bride Part II,High Lonesome
22.0,Father of the Bride Part II,Leprechaun
26.0,Father of the Bride Part II,Leprechaun 2
32.0,Father of the Bride Part II,The Wonderful Horrible Life of Leni Riefenstahl
23.0,Father of the Bride Part II,Mariachi
32.0,Father of the Bride Part II,From Dusk to Dawn
18.0,Father of the Bride Part II,Lifepod
22.0,Father of the Bride Part II,Indochine
17.0,Father of the Bride Part II,Holy Man
27.0,Father of the Bride Part II,Free Willy
24.0,Father of the Bride Part II,Lightning Jack
40.0,Father of the Bride Part II,Free Willy II
32.0,Father of the Bride Part II,The Phantom
30.0,Father of the Bride Part II,Free Willy III: The Rescue
12.0,Father of the Bride Part II,Orlando
33.0,Father of the Bride Part II,The Adventures of Huck Finn
21.0,Father of the Bride Part II,Deep Rising
32.0,Father of the Bride Part II,Kid's in the Hall
33.0,Father of the Bride Part II,Wayne's World 2
37.0,Father of the Bride Part II,Searching for Bobbie Fisher
20.0,Father of the Bride Part II,A Civil Action
41.0,Father of the Bride Part II,The Little Giants
28.0,Father of the Bride Part II,The Mighty Ducks
21.0,Father of the Bride Part II,Heavyweights
47.0,Father of the Bride Part II,George of the Jungle
30.0,Father of the Bride Part II,Combination Platter
32.0,Father of the Bride Part II,The Frightening Frammis
7.0,Father of the Bride Part II,CB4
29.0,Father of the Bride Part II,Watch It
36.0,Father of the Bride Part II,So I Married an Axe Murderer
38.0,Father of the Bride Part II,Chain of Desire
13.0,Father of the Bride Part II,Okoge
32.0,Father of the Bride Part II,From Hollywood to Hanoi
42.0,Father of the Bride Part II,The Scent of Green Papaya
6.0,Father of the Bride Part II,Cyclo
12.0,Father of the Bride Part II,Handgun
18.0,Father of the Bride Part II,Mazeppa
48.0,Father of the Bride Part II,Three of Hearts
26.0,Father of the Bride Part II,Exit in Red
33.0,Father of the Bride Part II,Life With Mikey
23.0,Father of the Bride Part II,Consenting Adults
39.0,Father of the Bride Part II,The Man With Three Wives
17.0,Father of the Bride Part II,Sommersby
31.0,Father of the Bride Part II,Silent Cries
26.0,Father of the Bride Part II,Chicken Hawk
22.0,Father of the Bride Part II,Threesome
25.0,Father of the Bride Part II,The Slingshot
23.0,Father of the Bride Part II,The Crow
30.0,Father of the Bride Part II,The Dark City
33.0,Father of the Bride Part II,Coming out Under Fire
32.0,Father of the Bride Part II,The Dark Backward
36.0,Father of the Bride Part II,Little Big League
24.0,Father of the Bride Part II,Nickle and Dime
30.0,Father of the Bride Part II,Reality Bites
25.0,Father of the Bride Part II,The Cable Guy
36.0,Father of the Bride Part II,Freedom on My Mind
29.0,Father of the Bride Part II,Three Ninjas Kick Back
23.0,Father of the Bride Part II,Les Nuits Fauves
32.0,Father of the Bride Part II,Naked in New York
12.0,Father of the Bride Part II,Lillian
6.0,Father of the Bride Part II,Gunmen
24.0,Father of the Bride Part II,It's Happening Tomorrow
27.0,Father of the Bride Part II,Sunday's Children
18.0,Father of the Bride Part II,Camilla
30.0,Father of the Bride Part II,Spanking the Monkey
37.0,Father of the Bride Part II,Flirting with Disaster
40.0,Father of the Bride Part II,For Better or for Worse
31.0,Father of the Bride Part II,The Shawshank Redemption
33.0,Father of the Bride Part II,Thirty Two Short Films About Glenn Gould
24.0,Father of the Bride Part II,La Belle Epoque
12.0,Father of the Bride Part II,Cronos
6.0,Father of the Bride Part II,Mimic
33.0,Father of the Bride Part II,Picture Perfect
49.0,Father of the Bride Part II,Bhaji on the Beach
7.0,Father of the Bride Part II,PCU
23.0,Father of the Bride Part II,Midnight Edition
26.0,Father of the Bride Part II,Beverly Hills Cop 3
16.0,Father of the Bride Part II,In Custody
31.0,Father of the Bride Part II,A Soldier's Daughter Never Dies
12.0,Father of the Bride Part II,Woyzeck
33.0,Father of the Bride Part II,Thieves Quartet
48.0,Father of the Bride Part II,Where the River Flows North
18.0,Father of the Bride Part II,Twister
35.0,Father of the Bride Part II,Speed Two: Cruise Control
30.0,Father of the Bride Part II,The Haunting of Hill House
6.0,Father of the Bride Part II,S.F.W.
6.0,Father of the Bride Part II,Cows
32.0,Father of the Bride Part II,Rave Review
37.0,Father of the Bride Part II,The Princess and the Goblin
48.0,Father of the Bride Part II,"White Fang 2, Myth of the White Wolf"
31.0,Father of the Bride Part II,The Advocate
27.0,Father of the Bride Part II,Sarraounia
37.0,Father of the Bride Part II,Hartverscheurend
33.0,Father of the Bride Part II,The Conjugal Bed
19.0,Father of the Bride Part II,Mina Tannenbaum
22.0,Father of the Bride Part II,Lush Life
48.0,Father of the Bride Part II,Murder in the First
22.0,Father of the Bride Part II,GoldenEye 
36.0,Father of the Bride Part II,The Mask of Zorro
34.0,Father of the Bride Part II,Caf\'e au Lait
34.0,Father of the Bride Part II,The Madness of King George
34.0,Father of the Bride Part II,The Object of my Affection
26.0,Father of the Bride Part II,Dream Lover
37.0,Father of the Bride Part II,Caro Diario
39.0,Father of the Bride Part II,Out of Ireland
17.0,Father of the Bride Part II,Clifford
43.0,Father of the Bride Part II,The Forbidden Quest
19.0,Father of the Bride Part II,Dumb and Dumber
6.0,Father of the Bride Part II,Kingpin
40.0,Father of the Bride Part II,There's Something About Mary
19.0,Father of the Bride Part II,Muriel's Wedding
27.0,Father of the Bride Part II,My Best Friend's Wedding
20.0,Father of the Bride Part II,Baby's Day Out
36.0,Father of the Bride Part II,Naked Gun 33 1/3: The Final Insult
34.0,Father of the Bride Part II,"City Slickers II, The Legend of Curly's Gold"
31.0,Father of the Bride Part II,Safe Passage
29.0,Father of the Bride Part II,Amongst Friends
30.0,Father of the Bride Part II,The Lion King
28.0,Father of the Bride Part II,Illicit Dreams 2
35.0,Father of the Bride Part II,Moerderische Liebesnacht
19.0,Father of the Bride Part II,Grief
22.0,Father of the Bride Part II,Houseguest
32.0,Father of the Bride Part II,Mortal Fear
33.0,Father of the Bride Part II,Christy Turlington Backstage
28.0,Father of the Bride Part II,La Scorta
18.0,Father of the Bride Part II,Go Fish
52.0,Father of the Bride Part II,Fear of a Black Hat
6.0,Father of the Bride Part II,Sprung
35.0,Father of the Bride Part II,Francois Truffaut: Stolen Portraits
23.0,Father of the Bride Part II,On Deadly Ground
16.0,Father of the Bride Part II,Trading Mom
33.0,Father of the Bride Part II,What Happened Was ...
35.0,Father of the Bride Part II,The Blue Kite
27.0,Father of the Bride Part II,The Plague
31.0,Father of the Bride Part II,Last Klezmer
35.0,Father of the Bride Part II,The Fiddler's House
27.0,Father of the Bride Part II,Nina Takes a Lover
38.0,Father of the Bride Part II,Highlander: the Final Dimension
47.0,Father of the Bride Part II,Son of the Shark
28.0,Father of the Bride Part II,Artemisia
13.0,Father of the Bride Part II,Bound
20.0,Father of the Bride Part II,The Assassins
32.0,Father of the Bride Part II,The Matrix
21.0,Father of the Bride Part II,Tom and Viv
19.0,Father of the Bride Part II,Wilde
33.0,Father of the Bride Part II,The Brady Bunch Movie
21.0,Father of the Bride Part II,Dr.Dolittle
13.0,Father of the Bride Part II,Babe
25.0,Father of the Bride Part II,Shallow Grave
20.0,Father of the Bride Part II,Trainspotting
38.0,Father of the Bride Part II,A Life Less Ordinary
21.0,Father of the Bride Part II,Judge Dredd
38.0,Father of the Bride Part II,I Still Know What You Did Last Summer
21.0,Father of the Bride Part II,Grand Avenue
20.0,Father of the Bride Part II,Miami Rhapsody
38.0,Father of the Bride Part II,The Brothers McMullen
40.0,Father of the Bride Part II,She's the One
29.0,Father of the Bride Part II,"Long Time, Nothing New"
26.0,Father of the Bride Part II,"Good Men, Good Women"
29.0,Father of the Bride Part II,Live Nude Girls
22.0,Father of the Bride Part II,Space Jam
38.0,Father of the Bride Part II,The Quest for Camelot
30.0,Father of the Bride Part II,The Sum of Us
12.0,Father of the Bride Part II,Clerks
16.0,Father of the Bride Part II,hasing Amy
13.0,Father of the Bride Part II,ogma
17.0,Father of the Bride Part II,Bad Boys
23.0,Father of the Bride Part II,The Rock
16.0,Father of the Bride Part II,Armageddon
24.0,Father of the Bride Part II,Antonia's Line
20.0,Father of the Bride Part II,Mrs. Dalloway
38.0,Father of the Bride Part II,Before the Rain
26.0,Father of the Bride Part II,Pourvu que \cca dure
22.0,Father of the Bride Part II,Stonewall
43.0,Father of the Bride Part II,"Les Milles, le train de la liberte"
33.0,Father of the Bride Part II,A Man of no Importance
26.0,Father of the Bride Part II,Johnny Suede
13.0,Father of the Bride Part II,T:Living in Oblivion
28.0,Father of the Bride Part II,Box of Moonlight
29.0,Father of the Bride Part II,Safe Men
30.0,Father of the Bride Part II,Jerry and Tom
39.0,Father of the Bride Part II,Brothers in Trouble
40.0,Father of the Bride Part II,My Son the Fanatic
34.0,Father of the Bride Part II,Institute Benjamenta
29.0,Father of the Bride Part II,Colonel Chabert
30.0,Father of the Bride Part II,Voleur du Vie
36.0,Father of the Bride Part II,Once Were Warriors
26.0,Father of the Bride Part II,City of Joy
33.0,Father of the Bride Part II,"A Burning Passion, The Margaret Mitchell Story"
35.0,Father of the Bride Part II,Desperate Remedies 
33.0,Father of the Bride Part II,The Basketball Diaries
28.0,Father of the Bride Part II,Fair Game
26.0,Father of the Bride Part II,Money Train
22.0,Father of the Bride Part II,Dreamgirls
33.0,Father of the Bride Part II,Clubbed to Death
35.0,Father of the Bride Part II,The Substitute Wife
36.0,Father of the Bride Part II,Sometimes they come back ... again
6.0,Father of the Bride Part II,August
29.0,Father of the Bride Part II,Die Kirschernte
30.0,Father of the Bride Part II,A Very Brady Sequel
34.0,Father of the Bride Part II,I'll be Home for Christmas
26.0,Father of the Bride Part II,Mute Witness
42.0,Father of the Bride Part II,American Werewolf in Paris
29.0,Father of the Bride Part II,"Next Stop, Wonderland"
32.0,Father of the Bride Part II,The Young Poisoner's Handbook
33.0,Father of the Bride Part II,Watermelon Woman
33.0,Father of the Bride Part II,Joseph Conrad's Secret Agent
36.0,Father of the Bride Part II,The Big Fall
25.0,Father of the Bride Part II,Happy Gilmore
36.0,Father of the Bride Part II,Veronica Barbwire
47.0,Father of the Bride Part II,The Whole Wide World
17.0,Father of the Bride Part II,Swingers
7.0,Father of the Bride Part II,Go
29.0,Father of the Bride Part II,Spitfire Grill
32.0,Father of the Bride Part II,Home Fries
33.0,Father of the Bride Part II,Homeward Bound II: Lost in San Francisco
32.0,Father of the Bride Part II,The Arrival
21.0,Father of the Bride Part II,If Lucy Fell
11.0,Father of the Bride Part II,Halfmoon
32.0,Father of the Bride Part II,Bordello of Blood
26.0,Father of the Bride Part II,Primal Fear
29.0,Father of the Bride Part II,Beautiful Thing
29.0,Father of the Bride Part II,The Glimmerman
13.0,Father of the Bride Part II,Heavy
17.0,Father of the Bride Part II,Cop Land
35.0,Father of the Bride Part II,Star Trek: First Contact
37.0,Father of the Bride Part II,Star Trek: The Insurrection
23.0,Father of the Bride Part II,Basquiat
45.0,Father of the Bride Part II,In the Heat of the Sun
0.0,Father of the Bride Part II,96
20.0,Father of the Bride Part II,Marvin's Room
44.0,Father of the Bride Part II,The Beautician and the Beast
29.0,Father of the Bride Part II,Hellraiser: Bloodline
37.0,Father of the Bride Part II,Summer Souvenier
29.0,Father of the Bride Part II,This is My Life
31.0,Father of the Bride Part II,One Fine Day
26.0,Father of the Bride Part II,Hope Floats
21.0,Father of the Bride Part II,Angels Alone
7.0,Father of the Bride Part II,o10
11.0,Father of the Bride Part II,Endurance
31.0,Father of the Bride Part II,Femme Fatale
13.0,Father of the Bride Part II,Cosi
7.0,Father of the Bride Part II,f10
18.0,Father of the Bride Part II,Gabbeh
35.0,Father of the Bride Part II,:I Shot Andy Warhol
25.0,Father of the Bride Part II,Moll Flanders
35.0,Father of the Bride Part II,Three Lives and Only One Death
38.0,Father of the Bride Part II,Shattered Image
32.0,Father of the Bride Part II,Le Temps retrouve
26.0,Father of the Bride Part II,Evening Star
23.0,Father of the Bride Part II,Executve Decision
21.0,Father of the Bride Part II,Trees Lounge
29.0,Father of the Bride Part II,Parting Glances
19.0,Father of the Bride Part II,Shine
30.0,Father of the Bride Part II,Little Book of Love
28.0,Father of the Bride Part II,"Killer, journal of an assassin"
29.0,Father of the Bride Part II,Jack and Sarah
19.0,Father of the Bride Part II,Frisk
21.0,Father of the Bride Part II,"Wittstock, Wittstock"
27.0,Father of the Bride Part II,Herr Zwilling und Frau Zuckermann
30.0,Father of the Bride Part II,Bottle Rocket
23.0,Father of the Bride Part II,Rushmore
42.0,Father of the Bride Part II,My Stepmother is an Alien
11.0,Father of the Bride Part II,Clueless
29.0,Father of the Bride Part II,Fly Away Home 
19.0,Father of the Bride Part II,Fled
27.0,Father of the Bride Part II,Pagemaster
12.0,Father of the Bride Part II,Michael
35.0,Father of the Bride Part II,House Arrest 
28.0,Father of the Bride Part II,The Chain
28.0,Father of the Bride Part II,T:Georgia
27.0,Father of the Bride Part II,Pallbearer
